user_id,product_id,date,actual,pred,split,trial
1,196,2018-07-15,0.0,0.29672703,train,1
1,10258,2018-07-15,0.0,0.31604454,train,1
1,10326,2018-07-15,0.0,0.1057655,train,1
1,12427,2018-07-15,0.0,0.344882,train,1
1,13032,2018-07-15,0.0,0.17394198,train,1
1,13176,2018-07-15,0.0,0.1058634,train,1
1,17122,2018-07-15,0.0,0.089882955,train,1
1,25133,2018-07-15,0.0,0.28184748,train,1
1,35951,2018-07-15,0.0,0.26633263,train,1
1,38928,2018-07-15,0.0,0.32818037,train,1
1,39657,2018-07-15,0.0,0.306087,train,1
1,41787,2018-07-15,0.0,0.08510469,train,1
1,46149,2018-07-15,0.0,0.24885525,train,1
1,49235,2018-07-15,0.0,0.13523771,train,1
2,79,2018-07-15,0.0,0.5322792,train,1
2,1559,2018-07-15,0.0,0.17413047,train,1
2,2002,2018-07-15,0.0,0.123904265,train,1
2,2573,2018-07-15,0.0,0.08170174,train,1
2,3151,2018-07-15,0.0,0.18825899,train,1
2,4071,2018-07-15,0.0,0.08565918,train,1
2,5450,2018-07-15,0.0,0.06619403,train,1
2,5869,2018-07-15,0.0,0.34013578,train,1
2,7781,2018-07-15,0.0,0.06879694,train,1
2,8296,2018-07-15,0.0,0.09405938,train,1
2,9124,2018-07-15,0.0,0.081007786,train,1
2,10305,2018-07-15,0.0,0.12661272,train,1
2,12000,2018-07-15,0.0,0.07137494,train,1
2,12258,2018-07-15,0.0,0.15741795,train,1
2,13351,2018-07-15,0.0,0.095823474,train,1
2,13742,2018-07-15,0.0,0.06544842,train,1
2,15841,2018-07-15,0.0,0.07245768,train,1
2,16521,2018-07-15,0.0,0.3207427,train,1
2,16589,2018-07-15,0.0,0.17966114,train,1
2,17872,2018-07-15,0.0,0.07995007,train,1
2,18523,2018-07-15,0.0,0.158783,train,1
2,18961,2018-07-15,0.0,0.058942515,train,1
2,19051,2018-07-15,0.0,0.11779385,train,1
2,19057,2018-07-15,0.0,0.294958,train,1
2,19156,2018-07-15,0.0,0.14012474,train,1
2,19240,2018-07-15,0.0,0.19067809,train,1
2,21227,2018-07-15,0.0,0.09405864,train,1
