user_id,product_id,date,actual,pred,split,trial
1,196,2018-07-15,0,0.1139412,train,1
1,10258,2018-07-15,0,0.1564693,train,1
1,10326,2018-07-15,0,0.017178787,train,1
1,12427,2018-07-15,0,0.11260441,train,1
1,13032,2018-07-15,0,0.04601313,train,1
1,13176,2018-07-15,0,0.018923074,train,1
1,17122,2018-07-15,0,0.022040706,train,1
1,25133,2018-07-15,0,0.16237482,train,1
1,35951,2018-07-15,0,0.124556005,train,1
1,38928,2018-07-15,0,0.12235319,train,1
1,39657,2018-07-15,0,0.12641227,train,1
1,41787,2018-07-15,0,0.01651808,train,1
1,46149,2018-07-15,0,0.03971482,train,1
1,49235,2018-07-15,0,0.027580842,train,1
2,79,2018-07-15,0,0.28391308,train,1
2,1559,2018-07-15,0,0.02456451,train,1
2,2002,2018-07-15,0,0.0067820675,train,1
2,2573,2018-07-15,0,0.009064182,train,1
2,3151,2018-07-15,0,0.013475684,train,1
2,4071,2018-07-15,0,0.01099183,train,1
2,5450,2018-07-15,0,0.010271743,train,1
2,5869,2018-07-15,0,0.207304,train,1
2,7781,2018-07-15,0,0.010756569,train,1
2,8296,2018-07-15,0,0.0077928556,train,1
2,9124,2018-07-15,0,0.0066211764,train,1
2,10305,2018-07-15,0,0.0174095,train,1
2,12000,2018-07-15,0,0.011567279,train,1
2,12258,2018-07-15,0,0.0055483826,train,1
2,13351,2018-07-15,0,0.00946746,train,1
2,13742,2018-07-15,0,0.011555638,train,1
2,15841,2018-07-15,0,0.011801993,train,1
2,16521,2018-07-15,0,0.36034262,train,1
2,16589,2018-07-15,0,0.015068721,train,1
2,17872,2018-07-15,0,0.011268794,train,1
2,18523,2018-07-15,0,0.01618398,train,1
2,18961,2018-07-15,0,0.0074552675,train,1
2,19051,2018-07-15,0,0.012332958,train,1
2,19057,2018-07-15,0,0.24867626,train,1
2,19156,2018-07-15,0,0.026360713,train,1
2,19240,2018-07-15,0,0.008703136,train,1
2,21227,2018-07-15,0,0.012608037,train,1
2,21376,2018-07-15,0,0.012888124,train,1
2,21709,2018-07-15,0,0.017747018,train,1
2,22124,2018-07-15,0,0.019062266,train,1
2,22474,2018-07-15,0,0.0146508515,train,1
2,22559,2018-07-15,0,0.0074247313,train,1
2,22963,2018-07-15,0,0.008875259,train,1
2,24852,2018-07-15,0,0.009976357,train,1
2,24990,2018-07-15,0,0.007958814,train,1
2,27737,2018-07-15,0,0.0066383574,train,1
2,30908,2018-07-15,0,0.34775087,train,1
2,32139,2018-07-15,0,0.0131054055,train,1
2,32792,2018-07-15,0,0.02558753,train,1
2,33754,2018-07-15,0,0.011723367,train,1
2,33957,2018-07-15,0,0.007960602,train,1
2,36287,2018-07-15,0,0.007425076,train,1
2,36735,2018-07-15,0,0.008234053,train,1
2,39877,2018-07-15,0,0.34395465,train,1
2,42342,2018-07-15,0,0.31894025,train,1
2,42356,2018-07-15,0,0.012321602,train,1
2,44303,2018-07-15,0,0.21755289,train,1
2,45613,2018-07-15,0,0.0048495014,train,1
2,45948,2018-07-15,0,0.28270957,train,1
2,47209,2018-07-15,0,0.014908709,train,1
2,47792,2018-07-15,0,0.0037848533,train,1
2,48099,2018-07-15,0,0.0065395217,train,1
2,49273,2018-07-15,0,0.0051810103,train,1
3,1005,2018-07-15,0,0.030393923,train,1
3,16797,2018-07-15,0,0.024671337,train,1
3,17668,2018-07-15,0,0.029287156,train,1
3,18599,2018-07-15,0,0.034340214,train,1
3,21903,2018-07-15,0,0.023471573,train,1
3,23650,2018-07-15,0,0.036435395,train,1
3,24810,2018-07-15,0,0.034199636,train,1
3,32402,2018-07-15,0,0.03800696,train,1
3,39190,2018-07-15,0,0.034694504,train,1
3,43961,2018-07-15,0,0.038663786,train,1
3,47766,2018-07-15,0,0.038765203,train,1
3,48523,2018-07-15,0,0.021852393,train,1
7,4920,2018-07-15,0,0.20466061,train,1
7,4945,2018-07-15,1,0.12792097,train,1
7,8277,2018-07-15,0,0.16413322,train,1
7,8518,2018-07-15,1,0.5149356,train,1
