user_id,product_id,date,actual,pred,split,trial
1,196,2018-07-15,0,0.17156756,train,1
1,10258,2018-07-15,0,0.142929,train,1
1,10326,2018-07-15,0,0.021043897,train,1
1,12427,2018-07-15,0,0.12914486,train,1
1,13032,2018-07-15,0,0.0807406,train,1
1,13176,2018-07-15,0,0.03054968,train,1
1,17122,2018-07-15,0,0.01824488,train,1
1,25133,2018-07-15,0,0.18268248,train,1
1,35951,2018-07-15,0,0.13437481,train,1
1,38928,2018-07-15,0,0.10850373,train,1
1,39657,2018-07-15,0,0.1684143,train,1
1,41787,2018-07-15,0,0.017063303,train,1
1,46149,2018-07-15,0,0.07863053,train,1
1,49235,2018-07-15,0,0.04583853,train,1
2,79,2018-07-15,0,0.4682505,train,1
2,1559,2018-07-15,0,0.048784327,train,1
2,2002,2018-07-15,0,0.027014,train,1
2,2573,2018-07-15,0,0.02063684,train,1
2,3151,2018-07-15,0,0.030339813,train,1
2,4071,2018-07-15,0,0.03088941,train,1
2,5450,2018-07-15,0,0.020187238,train,1
2,5869,2018-07-15,0,0.4177981,train,1
2,7781,2018-07-15,0,0.024948332,train,1
2,8296,2018-07-15,0,0.028866591,train,1
2,9124,2018-07-15,0,0.012517725,train,1
2,10305,2018-07-15,0,0.021073014,train,1
2,12000,2018-07-15,0,0.017037746,train,1
2,12258,2018-07-15,0,0.024357226,train,1
2,13351,2018-07-15,0,0.02170643,train,1
2,13742,2018-07-15,0,0.028683603,train,1
2,15841,2018-07-15,0,0.025080308,train,1
2,16521,2018-07-15,0,0.43546668,train,1
2,16589,2018-07-15,0,0.03222568,train,1
2,17872,2018-07-15,0,0.017570956,train,1
2,18523,2018-07-15,0,0.036725648,train,1
2,18961,2018-07-15,0,0.015808165,train,1
2,19051,2018-07-15,0,0.028493745,train,1
2,19057,2018-07-15,0,0.38296402,train,1
2,19156,2018-07-15,0,0.04197173,train,1
2,19240,2018-07-15,0,0.032546755,train,1
2,21227,2018-07-15,0,0.028108645,train,1
2,21376,2018-07-15,0,0.023407275,train,1
2,21709,2018-07-15,0,0.027801383,train,1
2,22124,2018-07-15,0,0.04739626,train,1
2,22474,2018-07-15,0,0.03291546,train,1
2,22559,2018-07-15,0,0.01275496,train,1
2,22963,2018-07-15,0,0.019595947,train,1
2,24852,2018-07-15,0,0.03209173,train,1
2,24990,2018-07-15,0,0.040996507,train,1
2,27737,2018-07-15,0,0.010315615,train,1
2,30908,2018-07-15,0,0.4741849,train,1
2,32139,2018-07-15,0,0.030206226,train,1
2,32792,2018-07-15,0,0.039301433,train,1
